Driver,LapTime,Team,Compound,LapNumber,PitOutTime,PitInTime
HUL,0 days 00:01:19.009000,Haas F1 Team,HARD,37.0,,
HUL,0 days 00:01:18.602000,Haas F1 Team,HARD,38.0,,
HUL,0 days 00:01:18.557000,Haas F1 Team,HARD,39.0,,
HUL,0 days 00:01:18.692000,Haas F1 Team,HARD,40.0,,
HUL,0 days 00:01:18.606000,Haas F1 Team,HARD,41.0,,
HUL,0 days 00:01:18.838000,Haas F1 Team,HARD,42.0,,
HUL,0 days 00:01:18.991000,Haas F1 Team,HARD,43.0,,
HUL,0 days 00:01:18.467000,Haas F1 Team,HARD,44.0,,
HUL,0 days 00:01:18.751000,Haas F1 Team,HARD,45.0,,
HUL,0 days 00:01:18.608000,Haas F1 Team,HARD,46.0,,
HUL,0 days 00:01:18.857000,Haas F1 Team,HARD,47.0,,
HUL,0 days 00:01:18.789000,Haas F1 Team,HARD,48.0,,
HUL,0 days 00:01:19.036000,Haas F1 Team,HARD,49.0,,
HUL,0 days 00:01:20.238000,Haas F1 Team,HARD,50.0,,
HUL,0 days 00:01:28.292000,Haas F1 Team,HARD,51.0,,
HUL,0 days 00:01:31.149000,Haas F1 Team,HARD,52.0,,
HUL,0 days 00:01:40.881000,Haas F1 Team,HARD,53.0,,
HUL,0 days 00:02:19.643000,Haas F1 Team,HARD,54.0,,0 days 02:15:00.544000
HUL,0 days 00:01:44.220000,Haas F1 Team,INTERMEDIATE,55.0,0 days 02:15:35.247000,
HUL,0 days 00:01:43.790000,Haas F1 Team,INTERMEDIATE,56.0,,
HUL,0 days 00:01:42.598000,Haas F1 Team,INTERMEDIATE,57.0,,
HUL,0 days 00:01:42.188000,Haas F1 Team,INTERMEDIATE,58.0,,
HUL,0 days 00:01:59.463000,Haas F1 Team,INTERMEDIATE,59.0,,0 days 02:24:01.863000
HUL,0 days 00:01:42.782000,Haas F1 Team,WET,60.0,0 days 02:24:27.487000,
HUL,0 days 00:01:39.565000,Haas F1 Team,WET,61.0,,
HUL,0 days 00:01:38.291000,Haas F1 Team,WET,62.0,,
HUL,0 days 00:01:37.973000,Haas F1 Team,WET,63.0,,
HUL,0 days 00:01:37.628000,Haas F1 Team,WET,64.0,,
HUL,0 days 00:01:36.647000,Haas F1 Team,WET,65.0,,
HUL,0 days 00:01:36.301000,Haas F1 Team,WET,66.0,,
HUL,0 days 00:01:35.656000,Haas F1 Team,WET,67.0,,
HUL,0 days 00:01:36.655000,Haas F1 Team,WET,68.0,,
HUL,0 days 00:01:35.297000,Haas F1 Team,WET,69.0,,
HUL,0 days 00:01:40.947000,Haas F1 Team,WET,70.0,,
HUL,0 days 00:01:33.744000,Haas F1 Team,WET,71.0,,
HUL,0 days 00:01:32.994000,Haas F1 Team,WET,72.0,,
HUL,0 days 00:01:33.111000,Haas F1 Team,WET,73.0,,
HUL,0 days 00:01:34.924000,Haas F1 Team,WET,74.0,,
HUL,0 days 00:01:34.146000,Haas F1 Team,WET,75.0,,
HUL,0 days 00:01:30.260000,Haas F1 Team,WET,76.0,,
OCO,0 days 00:01:26.639000,Alpine,MEDIUM,1.0,,
OCO,0 days 00:01:20.301000,Alpine,MEDIUM,2.0,,
OCO,0 days 00:01:19.704000,Alpine,MEDIUM,3.0,,
OCO,0 days 00:01:19.314000,Alpine,MEDIUM,4.0,,
OCO,0 days 00:01:19.041000,Alpine,MEDIUM,5.0,,
OCO,0 days 00:01:18.731000,Alpine,MEDIUM,6.0,,
OCO,0 days 00:01:18.782000,Alpine,MEDIUM,7.0,,
OCO,0 days 00:01:18.533000,Alpine,MEDIUM,8.0,,
OCO,0 days 00:01:18.594000,Alpine,MEDIUM,9.0,,
OCO,0 days 00:01:18.460000,Alpine,MEDIUM,10.0,,
OCO,0 days 00:01:18.271000,Alpine,MEDIUM,11.0,,
OCO,0 days 00:01:18.515000,Alpine,MEDIUM,12.0,,
OCO,0 days 00:01:18.025000,Alpine,MEDIUM,13.0,,
OCO,0 days 00:01:18.055000,Alpine,MEDIUM,14.0,,
OCO,0 days 00:01:18.018000,Alpine,MEDIUM,15.0,,
OCO,0 days 00:01:17.948000,Alpine,MEDIUM,16.0,,
OCO,0 days 00:01:18.372000,Alpine,MEDIUM,17.0,,
OCO,0 days 00:01:18.220000,Alpine,MEDIUM,18.0,,
OCO,0 days 00:01:18.074000,Alpine,MEDIUM,19.0,,
OCO,0 days 00:01:18.087000,Alpine,MEDIUM,20.0,,
OCO,0 days 00:01:18.161000,Alpine,MEDIUM,21.0,,
OCO,0 days 00:01:18.057000,Alpine,MEDIUM,22.0,,
OCO,0 days 00:01:17.873000,Alpine,MEDIUM,23.0,,
OCO,0 days 00:01:17.498000,Alpine,MEDIUM,24.0,,
OCO,0 days 00:01:17.451000,Alpine,MEDIUM,25.0,,
OCO,0 days 00:01:17.433000,Alpine,MEDIUM,26.0,,
OCO,0 days 00:01:17.145000,Alpine,MEDIUM,27.0,,
OCO,0 days 00:01:16.938000,Alpine,MEDIUM,28.0,,
OCO,0 days 00:01:17.179000,Alpine,MEDIUM,29.0,,
OCO,0 days 00:01:17.334000,Alpine,MEDIUM,30.0,,
OCO,0 days 00:01:17.331000,Alpine,MEDIUM,31.0,,
OCO,0 days 00:01:34.668000,Alpine,MEDIUM,32.0,,0 days 01:43:44.750000
OCO,0 days 00:01:19.289000,Alpine,HARD,33.0,0 days 01:44:10.702000,
OCO,0 days 00:01:16.950000,Alpine,HARD,34.0,,
OCO,0 days 00:01:17.095000,Alpine,HARD,35.0,,
OCO,0 days 00:01:17.304000,Alpine,HARD,36.0,,
OCO,0 days 00:01:17.140000,Alpine,HARD,37.0,,
OCO,0 days 00:01:17.048000,Alpine,HARD,38.0,,
OCO,0 days 00:01:17.169000,Alpine,HARD,39.0,,
OCO,0 days 00:01:17.025000,Alpine,HARD,40.0,,
OCO,0 days 00:01:16.528000,Alpine,HARD,41.0,,
OCO,0 days 00:01:17.010000,Alpine,HARD,42.0,,
OCO,0 days 00:01:17.002000,Alpine,HARD,43.0,,
OCO,0 days 00:01:17.033000,Alpine,HARD,44.0,,
OCO,0 days 00:01:17.271000,Alpine,HARD,45.0,,
OCO,0 days 00:01:16.775000,Alpine,HARD,46.0,,
OCO,0 days 00:01:16.962000,Alpine,HARD,47.0,,
OCO,0 days 00:01:16.968000,Alpine,HARD,48.0,,
OCO,0 days 00:01:17.090000,Alpine,HARD,49.0,,
OCO,0 days 00:01:17.836000,Alpine,HARD,50.0,,
OCO,0 days 00:01:19.453000,Alpine,HARD,51.0,,
OCO,0 days 00:01:26.990000,Alpine,HARD,52.0,,
OCO,0 days 00:01:29.909000,Alpine,HARD,53.0,,
OCO,0 days 00:01:54.547000,Alpine,HARD,54.0,,0 days 02:13:06.406000
OCO,0 days 00:01:42.379000,Alpine,INTERMEDIATE,55.0,0 days 02:13:31.077000,
OCO,0 days 00:01:41.755000,Alpine,INTERMEDIATE,56.0,,
OCO,0 days 00:01:42.554000,Alpine,INTERMEDIATE,57.0,,
OCO,0 days 00:01:43.729000,Alpine,INTERMEDIATE,58.0,,
OCO,0 days 00:01:45.002000,Alpine,INTERMEDIATE,59.0,,
OCO,0 days 00:01:42.527000,Alpine,INTERMEDIATE,60.0,,
OCO,0 days 00:01:42.630000,Alpine,INTERMEDIATE,61.0,,
OCO,0 days 00:01:42.139000,Alpine,INTERMEDIATE,62.0,,
OCO,0 days 00:01:41.123000,Alpine,INTERMEDIATE,63.0,,
OCO,0 days 00:01:40.375000,Alpine,INTERMEDIATE,64.0,,
OCO,0 days 00:01:37.029000,Alpine,INTERMEDIATE,65.0,,
OCO,0 days 00:01:35.456000,Alpine,INTERMEDIATE,66.0,,
OCO,0 days 00:01:34.457000,Alpine,INTERMEDIATE,67.0,,
OCO,0 days 00:01:33.484000,Alpine,INTERMEDIATE,68.0,,
OCO,0 days 00:01:32.501000,Alpine,INTERMEDIATE,69.0,,
OCO,0 days 00:01:30.300000,Alpine,INTERMEDIATE,70.0,,
OCO,0 days 00:01:30.027000,Alpine,INTERMEDIATE,71.0,,
OCO,0 days 00:01:29.541000,Alpine,INTERMEDIATE,72.0,,
OCO,0 days 00:01:27.666000,Alpine,INTERMEDIATE,73.0,,
OCO,0 days 00:01:26.712000,Alpine,INTERMEDIATE,74.0,,
OCO,0 days 00:01:25.133000,Alpine,INTERMEDIATE,75.0,,
OCO,0 days 00:01:24.834000,Alpine,INTERMEDIATE,76.0,,
OCO,0 days 00:01:26.240000,Alpine,INTERMEDIATE,77.0,,
OCO,0 days 00:01:24.231000,Alpine,INTERMEDIATE,78.0,,
NOR,0 days 00:01:32.034000,McLaren,MEDIUM,1.0,,
NOR,0 days 00:01:21.610000,McLaren,MEDIUM,2.0,,
NOR,0 days 00:01:20.396000,McLaren,MEDIUM,3.0,,
NOR,0 days 00:01:20.209000,McLaren,MEDIUM,4.0,,
NOR,0 days 00:01:19.502000,McLaren,MEDIUM,5.0,,
NOR,0 days 00:01:19.045000,McLaren,MEDIUM,6.0,,
NOR,0 days 00:01:18.652000,McLaren,MEDIUM,7.0,,
NOR,0 days 00:01:18.651000,McLaren,MEDIUM,8.0,,
NOR,0 days 00:01:19.065000,McLaren,MEDIUM,9.0,,
NOR,0 days 00:01:19.053000,McLaren,MEDIUM,10.0,,
NOR,0 days 00:01:19.148000,McLaren,MEDIUM,11.0,,
NOR,0 days 00:01:20.277000,McLaren,MEDIUM,12.0,,
NOR,0 days 00:01:18.978000,McLaren,MEDIUM,13.0,,
NOR,0 days 00:01:18.856000,McLaren,MEDIUM,14.0,,
NOR,0 days 00:01:18.855000,McLaren,MEDIUM,15.0,,
NOR,0 days 00:01:18.988000,McLaren,MEDIUM,16.0,,
NOR,0 days 00:01:18.937000,McLaren,MEDIUM,17.0,,
NOR,0 days 00:01:19.010000,McLaren,MEDIUM,18.0,,
NOR,0 days 00:01:19.504000,McLaren,MEDIUM,19.0,,
NOR,0 days 00:01:18.985000,McLaren,MEDIUM,20.0,,
NOR,0 days 00:01:19.074000,McLaren,MEDIUM,21.0,,
NOR,0 days 00:01:18.882000,McLaren,MEDIUM,22.0,,
NOR,0 days 00:01:18.657000,McLaren,MEDIUM,23.0,,
NOR,0 days 00:01:18.681000,McLaren,MEDIUM,24.0,,
NOR,0 days 00:01:18.780000,McLaren,MEDIUM,25.0,,
NOR,0 days 00:01:19.067000,McLaren,MEDIUM,26.0,,
NOR,0 days 00:01:19.109000,McLaren,MEDIUM,27.0,,
NOR,0 days 00:01:18.771000,McLaren,MEDIUM,28.0,,
NOR,0 days 00:01:18.906000,McLaren,MEDIUM,29.0,,
NOR,0 days 00:01:18.568000,McLaren,MEDIUM,30.0,,
NOR,0 days 00:01:18.454000,McLaren,MEDIUM,31.0,,
NOR,0 days 00:01:17.914000,McLaren,MEDIUM,32.0,,
NOR,0 days 00:01:18.042000,McLaren,MEDIUM,33.0,,
NOR,0 days 00:01:18.026000,McLaren,MEDIUM,34.0,,
NOR,0 days 00:01:18.192000,McLaren,MEDIUM,35.0,,
NOR,0 days 00:01:18.050000,McLaren,MEDIUM,36.0,,
NOR,0 days 00:01:18.303000,McLaren,MEDIUM,37.0,,
NOR,0 days 00:01:18.214000,McLaren,MEDIUM,38.0,,
NOR,0 days 00:01:18.151000,McLaren,MEDIUM,39.0,,
NOR,0 days 00:01:18.529000,McLaren,MEDIUM,40.0,,
NOR,0 days 00:01:18.409000,McLaren,MEDIUM,41.0,,
NOR,0 days 00:01:18.149000,McLaren,MEDIUM,42.0,,
NOR,0 days 00:01:18.045000,McLaren,MEDIUM,43.0,,
NOR,0 days 00:01:17.991000,McLaren,MEDIUM,44.0,,
NOR,0 days 00:01:17.862000,McLaren,MEDIUM,45.0,,
NOR,0 days 00:01:17.844000,McLaren,MEDIUM,46.0,,
NOR,0 days 00:01:18.234000,McLaren,MEDIUM,47.0,,
NOR,0 days 00:01:18.297000,McLaren,MEDIUM,48.0,,
NOR,0 days 00:01:18.152000,McLaren,MEDIUM,49.0,,
NOR,0 days 00:01:35.974000,McLaren,MEDIUM,50.0,,0 days 02:07:48.380000
NOR,0 days 00:01:27.706000,McLaren,HARD,51.0,0 days 02:08:12.989000,
NOR,0 days 00:01:28.675000,McLaren,HARD,52.0,,
NOR,0 days 00:01:32.162000,McLaren,HARD,53.0,,
NOR,0 days 00:02:12.003000,McLaren,HARD,54.0,,0 days 02:14:20.155000
NOR,0 days 00:01:43.380000,McLaren,INTERMEDIATE,55.0,0 days 02:14:53.591000,
NOR,0 days 00:01:40.384000,McLaren,INTERMEDIATE,56.0,,
NOR,0 days 00:01:40.421000,McLaren,INTERMEDIATE,57.0,,
NOR,0 days 00:01:42.130000,McLaren,INTERMEDIATE,58.0,,
NOR,0 days 00:01:41.216000,McLaren,INTERMEDIATE,59.0,,
NOR,0 days 00:01:41.789000,McLaren,INTERMEDIATE,60.0,,
NOR,0 days 00:01:39.545000,McLaren,INTERMEDIATE,61.0,,
NOR,0 days 00:01:38.893000,McLaren,INTERMEDIATE,62.0,,
NOR,0 days 00:01:38.511000,McLaren,INTERMEDIATE,63.0,,
NOR,0 days 00:01:38.750000,McLaren,INTERMEDIATE,64.0,,
NOR,0 days 00:01:38.818000,McLaren,INTERMEDIATE,65.0,,
NOR,0 days 00:01:36.981000,McLaren,INTERMEDIATE,66.0,,
NOR,0 days 00:01:32.417000,McLaren,INTERMEDIATE,67.0,,
NOR,0 days 00:01:31.037000,McLaren,INTERMEDIATE,68.0,,
NOR,0 days 00:01:30.126000,McLaren,INTERMEDIATE,69.0,,
NOR,0 days 00:01:28.512000,McLaren,INTERMEDIATE,70.0,,
NOR,0 days 00:01:28.373000,McLaren,INTERMEDIATE,71.0,,
NOR,0 days 00:01:25.959000,McLaren,INTERMEDIATE,72.0,,
NOR,0 days 00:01:25.767000,McLaren,INTERMEDIATE,73.0,,
NOR,0 days 00:01:25.471000,McLaren,INTERMEDIATE,74.0,,
NOR,0 days 00:01:25.278000,McLaren,INTERMEDIATE,75.0,,
NOR,0 days 00:01:25.767000,McLaren,INTERMEDIATE,76.0,,
NOR,0 days 00:01:26.888000,McLaren,INTERMEDIATE,77.0,,
HAM,0 days 00:01:28.585000,Mercedes,MEDIUM,1.0,,
HAM,0 days 00:01:20.527000,Mercedes,MEDIUM,2.0,,
HAM,0 days 00:01:20.105000,Mercedes,MEDIUM,3.0,,
HAM,0 days 00:01:19.356000,Mercedes,MEDIUM,4.0,,
HAM,0 days 00:01:18.736000,Mercedes,MEDIUM,5.0,,
HAM,0 days 00:01:18.958000,Mercedes,MEDIUM,6.0,,
HAM,0 days 00:01:18.651000,Mercedes,MEDIUM,7.0,,
HAM,0 days 00:01:19.051000,Mercedes,MEDIUM,8.0,,
HAM,0 days 00:01:18.829000,Mercedes,MEDIUM,9.0,,
HAM,0 days 00:01:18.173000,Mercedes,MEDIUM,10.0,,
HAM,0 days 00:01:17.926000,Mercedes,MEDIUM,11.0,,
HAM,0 days 00:01:18.230000,Mercedes,MEDIUM,12.0,,
HAM,0 days 00:01:18.084000,Mercedes,MEDIUM,13.0,,
HAM,0 days 00:01:18.422000,Mercedes,MEDIUM,14.0,,
HAM,0 days 00:01:18.189000,Mercedes,MEDIUM,15.0,,
HAM,0 days 00:01:18.310000,Mercedes,MEDIUM,16.0,,
HAM,0 days 00:01:18.254000,Mercedes,MEDIUM,17.0,,
HAM,0 days 00:01:18.370000,Mercedes,MEDIUM,18.0,,
HAM,0 days 00:01:18.207000,Mercedes,MEDIUM,19.0,,
HAM,0 days 00:01:18.121000,Mercedes,MEDIUM,20.0,,
HAM,0 days 00:01:18.311000,Mercedes,MEDIUM,21.0,,
HAM,0 days 00:01:17.393000,Mercedes,MEDIUM,22.0,,
HAM,0 days 00:01:18.053000,Mercedes,MEDIUM,23.0,,
HAM,0 days 00:01:17.431000,Mercedes,MEDIUM,24.0,,
HAM,0 days 00:01:17.643000,Mercedes,MEDIUM,25.0,,
HAM,0 days 00:01:17.716000,Mercedes,MEDIUM,26.0,,
HAM,0 days 00:01:17.322000,Mercedes,MEDIUM,27.0,,
HAM,0 days 00:01:17.334000,Mercedes,MEDIUM,28.0,,
HAM,0 days 00:01:17.372000,Mercedes,MEDIUM,29.0,,
HAM,0 days 00:01:17.742000,Mercedes,MEDIUM,30.0,,
HAM,0 days 00:01:35.467000,Mercedes,MEDIUM,31.0,,0 days 01:42:34.329000
HAM,0 days 00:01:18.165000,Mercedes,HARD,32.0,0 days 01:42:58.797000,
HAM,0 days 00:01:15.650000,Mercedes,HARD,33.0,,
HAM,0 days 00:01:18.357000,Mercedes,HARD,34.0,,
HAM,0 days 00:01:17.159000,Mercedes,HARD,35.0,,
HAM,0 days 00:01:17.688000,Mercedes,HARD,36.0,,
HAM,0 days 00:01:17.711000,Mercedes,HARD,37.0,,
HAM,0 days 00:01:17.167000,Mercedes,HARD,38.0,,
HAM,0 days 00:01:17.293000,Mercedes,HARD,39.0,,
HAM,0 days 00:01:16.962000,Mercedes,HARD,40.0,,
HAM,0 days 00:01:16.588000,Mercedes,HARD,41.0,,
HAM,0 days 00:01:16.580000,Mercedes,HARD,42.0,,
HAM,0 days 00:01:16.529000,Mercedes,HARD,43.0,,
HAM,0 days 00:01:16.880000,Mercedes,HARD,44.0,,
HAM,0 days 00:01:18.833000,Mercedes,HARD,45.0,,
HAM,0 days 00:01:16.850000,Mercedes,HARD,46.0,,
HAM,0 days 00:01:16.257000,Mercedes,HARD,47.0,,
HAM,0 days 00:01:16.860000,Mercedes,HARD,48.0,,
HAM,0 days 00:01:16.781000,Mercedes,HARD,49.0,,
HAM,0 days 00:01:17.110000,Mercedes,HARD,50.0,,
HAM,0 days 00:01:18.294000,Mercedes,HARD,51.0,,
HAM,0 days 00:01:26.237000,Mercedes,HARD,52.0,,
HAM,0 days 00:01:31.341000,Mercedes,HARD,53.0,,
HAM,0 days 00:01:55.141000,Mercedes,HARD,54.0,,0 days 02:13:08.562000
HAM,0 days 00:01:39.603000,Mercedes,INTERMEDIATE,55.0,0 days 02:13:35.202000,
HAM,0 days 00:01:41.277000,Mercedes,INTERMEDIATE,56.0,,
HAM,0 days 00:01:43.278000,Mercedes,INTERMEDIATE,57.0,,
HAM,0 days 00:01:43.378000,Mercedes,INTERMEDIATE,58.0,,
HAM,0 days 00:01:45.199000,Mercedes,INTERMEDIATE,59.0,,
HAM,0 days 00:01:43.041000,Mercedes,INTERMEDIATE,60.0,,
HAM,0 days 00:01:42.396000,Mercedes,INTERMEDIATE,61.0,,
HAM,0 days 00:01:42.287000,Mercedes,INTERMEDIATE,62.0,,
HAM,0 days 00:01:41.315000,Mercedes,INTERMEDIATE,63.0,,
HAM,0 days 00:01:38.957000,Mercedes,INTERMEDIATE,64.0,,
HAM,0 days 00:01:37.636000,Mercedes,INTERMEDIATE,65.0,,
HAM,0 days 00:01:36.203000,Mercedes,INTERMEDIATE,66.0,,
HAM,0 days 00:01:34.539000,Mercedes,INTERMEDIATE,67.0,,
HAM,0 days 00:01:32.866000,Mercedes,INTERMEDIATE,68.0,,
HAM,0 days 00:01:33.757000,Mercedes,INTERMEDIATE,69.0,,
HAM,0 days 00:01:29.680000,Mercedes,INTERMEDIATE,70.0,,
HAM,0 days 00:01:29.667000,Mercedes,INTERMEDIATE,71.0,,
HAM,0 days 00:01:29.415000,Mercedes,INTERMEDIATE,72.0,,
HAM,0 days 00:01:27.735000,Mercedes,INTERMEDIATE,73.0,,
HAM,0 days 00:01:26.304000,Mercedes,INTERMEDIATE,74.0,,
HAM,0 days 00:01:25.242000,Mercedes,INTERMEDIATE,75.0,,
HAM,0 days 00:01:24.651000,Mercedes,INTERMEDIATE,76.0,,
HAM,0 days 00:01:26.210000,Mercedes,INTERMEDIATE,77.0,,
HAM,0 days 00:01:25.105000,Mercedes,INTERMEDIATE,78.0,,
SAI,0 days 00:01:27.390000,Ferrari,HARD,1.0,,
SAI,0 days 00:01:20.593000,Ferrari,HARD,2.0,,
SAI,0 days 00:01:19.958000,Ferrari,HARD,3.0,,
SAI,0 days 00:01:19.482000,Ferrari,HARD,4.0,,
SAI,0 days 00:01:18.723000,Ferrari,HARD,5.0,,
SAI,0 days 00:01:18.764000,Ferrari,HARD,6.0,,
SAI,0 days 00:01:18.697000,Ferrari,HARD,7.0,,
SAI,0 days 00:01:18.637000,Ferrari,HARD,8.0,,
SAI,0 days 00:01:18.306000,Ferrari,HARD,9.0,,
SAI,0 days 00:01:18.070000,Ferrari,HARD,10.0,,
SAI,0 days 00:01:18.265000,Ferrari,HARD,11.0,,
SAI,0 days 00:01:18.947000,Ferrari,HARD,12.0,,
SAI,0 days 00:01:18.286000,Ferrari,HARD,13.0,,
SAI,0 days 00:01:18.107000,Ferrari,HARD,14.0,,
SAI,0 days 00:01:17.883000,Ferrari,HARD,15.0,,
SAI,0 days 00:01:18.239000,Ferrari,HARD,16.0,,
SAI,0 days 00:01:18.360000,Ferrari,HARD,17.0,,
SAI,0 days 00:01:18.178000,Ferrari,HARD,18.0,,
SAI,0 days 00:01:17.999000,Ferrari,HARD,19.0,,
SAI,0 days 00:01:18.032000,Ferrari,HARD,20.0,,
SAI,0 days 00:01:18.006000,Ferrari,HARD,21.0,,
SAI,0 days 00:01:18.007000,Ferrari,HARD,22.0,,
SAI,0 days 00:01:18.006000,Ferrari,HARD,23.0,,
SAI,0 days 00:01:17.912000,Ferrari,HARD,24.0,,
SAI,0 days 00:01:17.464000,Ferrari,HARD,25.0,,
SAI,0 days 00:01:17.366000,Ferrari,HARD,26.0,,
SAI,0 days 00:01:17.318000,Ferrari,HARD,27.0,,
SAI,0 days 00:01:17.316000,Ferrari,HARD,28.0,,
SAI,0 days 00:01:17.171000,Ferrari,HARD,29.0,,
SAI,0 days 00:01:17.220000,Ferrari,HARD,30.0,,
SAI,0 days 00:01:17.465000,Ferrari,HARD,31.0,,
SAI,0 days 00:01:17.180000,Ferrari,HARD,32.0,,
SAI,0 days 00:01:33.612000,Ferrari,HARD,33.0,,0 days 01:45:04.670000
SAI,0 days 00:01:20.767000,Ferrari,MEDIUM,34.0,0 days 01:45:28.904000,
SAI,0 days 00:01:16.628000,Ferrari,MEDIUM,35.0,,
SAI,0 days 00:01:17.979000,Ferrari,MEDIUM,36.0,,
SAI,0 days 00:01:17.565000,Ferrari,MEDIUM,37.0,,
SAI,0 days 00:01:16.786000,Ferrari,MEDIUM,38.0,,
SAI,0 days 00:01:17.175000,Ferrari,MEDIUM,39.0,,
SAI,0 days 00:01:17.023000,Ferrari,MEDIUM,40.0,,
SAI,0 days 00:01:16.651000,Ferrari,MEDIUM,41.0,,
SAI,0 days 00:01:16.467000,Ferrari,MEDIUM,42.0,,
SAI,0 days 00:01:16.449000,Ferrari,MEDIUM,43.0,,
SAI,0 days 00:01:17.760000,Ferrari,MEDIUM,44.0,,
SAI,0 days 00:01:17.146000,Ferrari,MEDIUM,45.0,,
SAI,0 days 00:01:17.220000,Ferrari,MEDIUM,46.0,,
SAI,0 days 00:01:16.732000,Ferrari,MEDIUM,47.0,,
SAI,0 days 00:01:16.561000,Ferrari,MEDIUM,48.0,,
SAI,0 days 00:01:17.014000,Ferrari,MEDIUM,49.0,,
SAI,0 days 00:01:16.917000,Ferrari,MEDIUM,50.0,,
SAI,0 days 00:01:19.013000,Ferrari,MEDIUM,51.0,,
SAI,0 days 00:01:26.201000,Ferrari,MEDIUM,52.0,,
SAI,0 days 00:01:30.068000,Ferrari,MEDIUM,53.0,,
SAI,0 days 00:01:37.315000,Ferrari,MEDIUM,54.0,,
SAI,0 days 00:02:19.381000,Ferrari,MEDIUM,55.0,,0 days 02:15:04.653000
SAI,0 days 00:01:42.320000,Ferrari,INTERMEDIATE,56.0,0 days 02:15:33.684000,
SAI,0 days 00:01:41.192000,Ferrari,INTERMEDIATE,57.0,,
SAI,0 days 00:01:43.462000,Ferrari,INTERMEDIATE,58.0,,
SAI,0 days 00:01:42.820000,Ferrari,INTERMEDIATE,59.0,,
SAI,0 days 00:01:43.041000,Ferrari,INTERMEDIATE,60.0,,
SAI,0 days 00:01:42.633000,Ferrari,INTERMEDIATE,61.0,,
SAI,0 days 00:01:40.780000,Ferrari,INTERMEDIATE,62.0,,
SAI,0 days 00:01:39.899000,Ferrari,INTERMEDIATE,63.0,,
SAI,0 days 00:01:39.306000,Ferrari,INTERMEDIATE,64.0,,
SAI,0 days 00:01:37.838000,Ferrari,INTERMEDIATE,65.0,,
SAI,0 days 00:01:36.238000,Ferrari,INTERMEDIATE,66.0,,
SAI,0 days 00:01:34.999000,Ferrari,INTERMEDIATE,67.0,,
SAI,0 days 00:01:33.322000,Ferrari,INTERMEDIATE,68.0,,
SAI,0 days 00:01:35.394000,Ferrari,INTERMEDIATE,69.0,,
SAI,0 days 00:01:32.130000,Ferrari,INTERMEDIATE,70.0,,
SAI,0 days 00:01:29.920000,Ferrari,INTERMEDIATE,71.0,,
SAI,0 days 00:01:29.849000,Ferrari,INTERMEDIATE,72.0,,
SAI,0 days 00:01:27.840000,Ferrari,INTERMEDIATE,73.0,,
SAI,0 days 00:01:28.585000,Ferrari,INTERMEDIATE,74.0,,
SAI,0 days 00:01:26.388000,Ferrari,INTERMEDIATE,75.0,,
SAI,0 days 00:01:25.776000,Ferrari,INTERMEDIATE,76.0,,
SAI,0 days 00:01:25.579000,Ferrari,INTERMEDIATE,77.0,,
SAI,0 days 00:01:26.283000,Ferrari,INTERMEDIATE,78.0,,
RUS,0 days 00:01:30.387000,Mercedes,HARD,1.0,,
RUS,0 days 00:01:21.155000,Mercedes,HARD,2.0,,
RUS,0 days 00:01:20.291000,Mercedes,HARD,3.0,,
RUS,0 days 00:01:20.030000,Mercedes,HARD,4.0,,
RUS,0 days 00:01:18.840000,Mercedes,HARD,5.0,,
RUS,0 days 00:01:18.945000,Mercedes,HARD,6.0,,
RUS,0 days 00:01:18.583000,Mercedes,HARD,7.0,,
RUS,0 days 00:01:18.990000,Mercedes,HARD,8.0,,
RUS,0 days 00:01:19.025000,Mercedes,HARD,9.0,,
RUS,0 days 00:01:18.566000,Mercedes,HARD,10.0,,
RUS,0 days 00:01:18.483000,Mercedes,HARD,11.0,,
RUS,0 days 00:01:18.459000,Mercedes,HARD,12.0,,
RUS,0 days 00:01:17.787000,Mercedes,HARD,13.0,,
RUS,0 days 00:01:18.286000,Mercedes,HARD,14.0,,
RUS,0 days 00:01:18.531000,Mercedes,HARD,15.0,,
RUS,0 days 00:01:18.502000,Mercedes,HARD,16.0,,
RUS,0 days 00:01:18.244000,Mercedes,HARD,17.0,,
RUS,0 days 00:01:18.229000,Mercedes,HARD,18.0,,
RUS,0 days 00:01:18.299000,Mercedes,HARD,19.0,,
RUS,0 days 00:01:18.320000,Mercedes,HARD,20.0,,
RUS,0 days 00:01:18.086000,Mercedes,HARD,21.0,,
RUS,0 days 00:01:17.879000,Mercedes,HARD,22.0,,
RUS,0 days 00:01:18.111000,Mercedes,HARD,23.0,,
RUS,0 days 00:01:17.709000,Mercedes,HARD,24.0,,
RUS,0 days 00:01:17.648000,Mercedes,HARD,25.0,,
RUS,0 days 00:01:17.900000,Mercedes,HARD,26.0,,
RUS,0 days 00:01:17.837000,Mercedes,HARD,27.0,,
RUS,0 days 00:01:17.353000,Mercedes,HARD,28.0,,
RUS,0 days 00:01:17.332000,Mercedes,HARD,29.0,,
RUS,0 days 00:01:17.300000,Mercedes,HARD,30.0,,
RUS,0 days 00:01:17.404000,Mercedes,HARD,31.0,,
RUS,0 days 00:01:17.474000,Mercedes,HARD,32.0,,
RUS,0 days 00:01:17.556000,Mercedes,HARD,33.0,,
RUS,0 days 00:01:17.569000,Mercedes,HARD,34.0,,
RUS,0 days 00:01:17.568000,Mercedes,HARD,35.0,,
RUS,0 days 00:01:17.111000,Mercedes,HARD,36.0,,
