Driver,LapTime,Sector1Time,Sector2Time,Sector3Time,Abbreviation,Position
PER,0 days 00:01:30.542000,0 days 00:00:29.011000,0 days 00:00:36.465000,0 days 00:00:25.066000,PER,17.0
PER,0 days 00:01:30.229000,0 days 00:00:29.012000,0 days 00:00:36.421000,0 days 00:00:24.796000,PER,17.0
PER,0 days 00:01:30.518000,0 days 00:00:29.093000,0 days 00:00:36.448000,0 days 00:00:24.977000,PER,17.0
PER,0 days 00:01:30.565000,0 days 00:00:29.075000,0 days 00:00:36.549000,0 days 00:00:24.941000,PER,17.0
PER,0 days 00:01:30.136000,0 days 00:00:28.949000,0 days 00:00:36.345000,0 days 00:00:24.842000,PER,17.0
PER,0 days 00:01:30.795000,0 days 00:00:29.213000,0 days 00:00:36.523000,0 days 00:00:25.059000,PER,17.0
PER,0 days 00:02:05.507000,0 days 00:00:54.703000,0 days 00:00:42.628000,0 days 00:00:28.176000,PER,17.0
PER,0 days 00:01:37.360000,0 days 00:00:31.790000,0 days 00:00:39.027000,0 days 00:00:26.543000,PER,17.0
PER,0 days 00:01:29.707000,0 days 00:00:29.204000,0 days 00:00:35.978000,0 days 00:00:24.525000,PER,17.0
ZHO,0 days 00:01:33.563000,0 days 00:00:29.847000,0 days 00:00:38.170000,0 days 00:00:25.546000,ZHO,18.0
ZHO,0 days 00:01:33.487000,0 days 00:00:29.885000,0 days 00:00:38.053000,0 days 00:00:25.549000,ZHO,18.0
ZHO,0 days 00:01:33.221000,0 days 00:00:29.724000,0 days 00:00:38.020000,0 days 00:00:25.477000,ZHO,18.0
ZHO,0 days 00:01:33.271000,0 days 00:00:29.833000,0 days 00:00:37.992000,0 days 00:00:25.446000,ZHO,18.0
ZHO,0 days 00:01:33.788000,0 days 00:00:29.781000,0 days 00:00:37.972000,0 days 00:00:26.035000,ZHO,18.0
ZHO,0 days 00:01:34.510000,0 days 00:00:30.318000,0 days 00:00:38.563000,0 days 00:00:25.629000,ZHO,18.0
ZHO,0 days 00:01:36.323000,0 days 00:00:30.293000,0 days 00:00:39.586000,0 days 00:00:26.444000,ZHO,18.0
ZHO,0 days 00:01:35.322000,0 days 00:00:30.439000,0 days 00:00:38.755000,0 days 00:00:26.128000,ZHO,18.0
ZHO,0 days 00:01:35.828000,0 days 00:00:30.416000,0 days 00:00:38.453000,0 days 00:00:26.959000,ZHO,18.0
ZHO,0 days 00:01:35.012000,0 days 00:00:30.324000,0 days 00:00:38.656000,0 days 00:00:26.032000,ZHO,18.0
ZHO,0 days 00:01:34.235000,0 days 00:00:30.257000,0 days 00:00:38.295000,0 days 00:00:25.683000,ZHO,18.0
ZHO,0 days 00:01:55.049000,0 days 00:00:51.314000,0 days 00:00:38.044000,0 days 00:00:25.691000,ZHO,18.0
ZHO,0 days 00:01:32.450000,0 days 00:00:29.389000,0 days 00:00:37.429000,0 days 00:00:25.632000,ZHO,18.0
ZHO,0 days 00:01:32.479000,0 days 00:00:29.508000,0 days 00:00:37.561000,0 days 00:00:25.410000,ZHO,18.0
ZHO,0 days 00:01:35.202000,0 days 00:00:29.675000,0 days 00:00:37.297000,0 days 00:00:28.230000,ZHO,18.0
ZHO,0 days 00:01:38.106000,0 days 00:00:30.887000,0 days 00:00:39.097000,0 days 00:00:28.122000,ZHO,18.0
ZHO,0 days 00:01:39.637000,0 days 00:00:32.577000,0 days 00:00:39.367000,0 days 00:00:27.693000,ZHO,18.0
ZHO,0 days 00:01:46.313000,0 days 00:00:37.038000,0 days 00:00:42.017000,0 days 00:00:27.258000,ZHO,18.0
ZHO,0 days 00:02:05.955000,0 days 00:00:55.824000,0 days 00:00:42.117000,0 days 00:00:28.014000,ZHO,18.0
ZHO,0 days 00:01:44.560000,0 days 00:00:32.701000,0 days 00:00:42.512000,0 days 00:00:29.347000,ZHO,18.0
ZHO,0 days 00:01:50.248000,0 days 00:00:35.886000,0 days 00:00:44.530000,0 days 00:00:29.832000,ZHO,18.0
ZHO,0 days 00:01:50.081000,0 days 00:00:34.464000,0 days 00:00:45.680000,0 days 00:00:29.937000,ZHO,18.0
ZHO,0 days 00:01:48.867000,0 days 00:00:34.457000,0 days 00:00:44.454000,0 days 00:00:29.956000,ZHO,18.0
ZHO,0 days 00:01:48.245000,0 days 00:00:33.856000,0 days 00:00:44.552000,0 days 00:00:29.837000,ZHO,18.0
ZHO,0 days 00:01:45.113000,0 days 00:00:33.799000,0 days 00:00:44.098000,0 days 00:00:27.216000,ZHO,18.0
ZHO,0 days 00:02:04.515000,0 days 00:00:53.952000,0 days 00:00:42.035000,0 days 00:00:28.528000,ZHO,18.0
ZHO,0 days 00:01:41.866000,0 days 00:00:32.137000,0 days 00:00:41.252000,0 days 00:00:28.477000,ZHO,18.0
ZHO,0 days 00:01:41.993000,0 days 00:00:32.073000,0 days 00:00:41.304000,0 days 00:00:28.616000,ZHO,18.0
ZHO,0 days 00:01:43.157000,0 days 00:00:32.392000,0 days 00:00:41.648000,0 days 00:00:29.117000,ZHO,18.0
ZHO,0 days 00:01:44.316000,0 days 00:00:32.443000,0 days 00:00:42.381000,0 days 00:00:29.492000,ZHO,18.0
ZHO,0 days 00:01:45.029000,0 days 00:00:32.927000,0 days 00:00:42.695000,0 days 00:00:29.407000,ZHO,18.0
ZHO,0 days 00:01:45.412000,0 days 00:00:33.253000,0 days 00:00:43.030000,0 days 00:00:29.129000,ZHO,18.0
ZHO,0 days 00:01:48.010000,0 days 00:00:33.092000,0 days 00:00:45.140000,0 days 00:00:29.778000,ZHO,18.0
ZHO,0 days 00:01:42.569000,0 days 00:00:32.458000,0 days 00:00:42.080000,0 days 00:00:28.031000,ZHO,18.0
ZHO,0 days 00:01:42.823000,0 days 00:00:32.080000,0 days 00:00:42.606000,0 days 00:00:28.137000,ZHO,18.0
ZHO,0 days 00:01:41.608000,0 days 00:00:32.279000,0 days 00:00:42.421000,0 days 00:00:26.908000,ZHO,18.0
ZHO,0 days 00:02:06.729000,0 days 00:00:59.418000,0 days 00:00:40.462000,0 days 00:00:26.849000,ZHO,18.0
ZHO,0 days 00:01:32.696000,0 days 00:00:29.452000,0 days 00:00:37.479000,0 days 00:00:25.765000,ZHO,18.0
ZHO,0 days 00:01:33.170000,0 days 00:00:30.316000,0 days 00:00:37.298000,0 days 00:00:25.556000,ZHO,18.0
ZHO,0 days 00:01:31.151000,0 days 00:00:29.163000,0 days 00:00:36.746000,0 days 00:00:25.242000,ZHO,18.0
ZHO,0 days 00:01:31.121000,0 days 00:00:29.293000,0 days 00:00:36.625000,0 days 00:00:25.203000,ZHO,18.0
ZHO,0 days 00:01:31.014000,0 days 00:00:29.221000,0 days 00:00:36.708000,0 days 00:00:25.085000,ZHO,18.0
ZHO,0 days 00:01:31.378000,0 days 00:00:29.293000,0 days 00:00:36.883000,0 days 00:00:25.202000,ZHO,18.0
ZHO,0 days 00:01:31.360000,0 days 00:00:29.387000,0 days 00:00:36.896000,0 days 00:00:25.077000,ZHO,18.0
ZHO,0 days 00:01:31.430000,0 days 00:00:29.359000,0 days 00:00:37.049000,0 days 00:00:25.022000,ZHO,18.0
ZHO,0 days 00:01:31.283000,0 days 00:00:29.365000,0 days 00:00:36.915000,0 days 00:00:25.003000,ZHO,18.0
ZHO,0 days 00:01:31.556000,0 days 00:00:29.466000,0 days 00:00:37.132000,0 days 00:00:24.958000,ZHO,18.0
ZHO,0 days 00:01:32.504000,0 days 00:00:29.613000,0 days 00:00:37.473000,0 days 00:00:25.418000,ZHO,18.0
ZHO,0 days 00:01:31.749000,0 days 00:00:29.598000,0 days 00:00:37.130000,0 days 00:00:25.021000,ZHO,18.0
RUS,0 days 00:01:31.418000,0 days 00:00:29.454000,0 days 00:00:36.954000,0 days 00:00:25.010000,RUS,19.0
RUS,0 days 00:01:31.298000,0 days 00:00:29.299000,0 days 00:00:36.816000,0 days 00:00:25.183000,RUS,19.0
RUS,0 days 00:01:31.799000,0 days 00:00:29.507000,0 days 00:00:37.206000,0 days 00:00:25.086000,RUS,19.0
RUS,0 days 00:01:31.628000,0 days 00:00:29.426000,0 days 00:00:37.107000,0 days 00:00:25.095000,RUS,19.0
RUS,0 days 00:01:31.625000,0 days 00:00:29.478000,0 days 00:00:37.031000,0 days 00:00:25.116000,RUS,19.0
RUS,0 days 00:01:31.663000,0 days 00:00:29.503000,0 days 00:00:36.936000,0 days 00:00:25.224000,RUS,19.0
RUS,0 days 00:01:31.731000,0 days 00:00:29.582000,0 days 00:00:36.966000,0 days 00:00:25.183000,RUS,19.0
RUS,0 days 00:01:31.621000,0 days 00:00:29.438000,0 days 00:00:37.017000,0 days 00:00:25.166000,RUS,19.0
RUS,0 days 00:01:31.639000,0 days 00:00:29.526000,0 days 00:00:36.953000,0 days 00:00:25.160000,RUS,19.0
RUS,0 days 00:01:31.586000,0 days 00:00:29.408000,0 days 00:00:36.989000,0 days 00:00:25.189000,RUS,19.0
RUS,0 days 00:01:31.619000,0 days 00:00:29.443000,0 days 00:00:36.939000,0 days 00:00:25.237000,RUS,19.0
RUS,0 days 00:01:31.716000,0 days 00:00:29.508000,0 days 00:00:37.014000,0 days 00:00:25.194000,RUS,19.0
RUS,0 days 00:01:31.478000,0 days 00:00:29.486000,0 days 00:00:36.957000,0 days 00:00:25.035000,RUS,19.0
RUS,0 days 00:01:31.566000,0 days 00:00:29.541000,0 days 00:00:36.928000,0 days 00:00:25.097000,RUS,19.0
RUS,0 days 00:01:31.626000,0 days 00:00:29.530000,0 days 00:00:36.794000,0 days 00:00:25.302000,RUS,19.0
RUS,0 days 00:01:34.793000,0 days 00:00:29.793000,0 days 00:00:37.278000,0 days 00:00:27.722000,RUS,19.0
RUS,0 days 00:01:36.365000,0 days 00:00:30.185000,0 days 00:00:37.731000,0 days 00:00:28.449000,RUS,19.0
RUS,0 days 00:01:44.151000,0 days 00:00:35.263000,0 days 00:00:41.002000,0 days 00:00:27.886000,RUS,19.0
RUS,0 days 00:01:39.962000,0 days 00:00:33.517000,0 days 00:00:39.614000,0 days 00:00:26.831000,RUS,19.0
RUS,0 days 00:01:32.753000,0 days 00:00:29.899000,0 days 00:00:37.611000,0 days 00:00:25.243000,RUS,19.0
RUS,0 days 00:01:31.344000,0 days 00:00:29.501000,0 days 00:00:36.926000,0 days 00:00:24.917000,RUS,19.0
RUS,0 days 00:01:31.497000,0 days 00:00:29.479000,0 days 00:00:36.952000,0 days 00:00:25.066000,RUS,19.0
RUS,0 days 00:01:31.968000,0 days 00:00:29.495000,0 days 00:00:36.926000,0 days 00:00:25.547000,RUS,19.0
RUS,0 days 00:01:34.781000,0 days 00:00:29.787000,0 days 00:00:38.367000,0 days 00:00:26.627000,RUS,19.0
RUS,0 days 00:01:39.949000,0 days 00:00:30.082000,0 days 00:00:41.323000,0 days 00:00:28.544000,RUS,19.0
RUS,0 days 00:01:47.698000,0 days 00:00:31.368000,0 days 00:00:45.879000,0 days 00:00:30.451000,RUS,19.0
RUS,0 days 00:02:04.342000,0 days 00:00:55.131000,0 days 00:00:40.430000,0 days 00:00:28.781000,RUS,19.0
RUS,0 days 00:01:40.405000,0 days 00:00:31.504000,0 days 00:00:40.750000,0 days 00:00:28.151000,RUS,19.0
RUS,0 days 00:01:41.237000,0 days 00:00:31.859000,0 days 00:00:41.018000,0 days 00:00:28.360000,RUS,19.0
RUS,0 days 00:01:41.902000,0 days 00:00:31.950000,0 days 00:00:41.210000,0 days 00:00:28.742000,RUS,19.0
RUS,0 days 00:01:43.085000,0 days 00:00:32.488000,0 days 00:00:41.387000,0 days 00:00:29.210000,RUS,19.0
RUS,0 days 00:01:46.221000,0 days 00:00:32.329000,0 days 00:00:41.835000,0 days 00:00:32.057000,RUS,19.0
