Driver,LapTime,Sector1Time,Sector2Time,Sector3Time
LEC,0 days 00:01:39.841000,0 days 00:00:26.662000,0 days 00:00:30.010000,0 days 00:00:43.169000
LEC,0 days 00:01:40.025000,0 days 00:00:26.729000,0 days 00:00:30.136000,0 days 00:00:43.160000
LEC,0 days 00:01:40.224000,0 days 00:00:26.857000,0 days 00:00:30.073000,0 days 00:00:43.294000
LEC,0 days 00:01:40.316000,0 days 00:00:26.713000,0 days 00:00:30.036000,0 days 00:00:43.567000
LEC,0 days 00:01:40.158000,0 days 00:00:26.759000,0 days 00:00:30.021000,0 days 00:00:43.378000
LEC,0 days 00:01:40.423000,0 days 00:00:26.786000,0 days 00:00:30.170000,0 days 00:00:43.467000
LEC,0 days 00:01:40.337000,0 days 00:00:26.803000,0 days 00:00:30.307000,0 days 00:00:43.227000
LEC,0 days 00:01:40.205000,0 days 00:00:26.813000,0 days 00:00:30.091000,0 days 00:00:43.301000
LEC,0 days 00:01:40.453000,0 days 00:00:26.834000,0 days 00:00:30.289000,0 days 00:00:43.330000
LEC,0 days 00:01:40.366000,0 days 00:00:26.810000,0 days 00:00:30.117000,0 days 00:00:43.439000
LEC,0 days 00:01:40.171000,0 days 00:00:26.820000,0 days 00:00:30.075000,0 days 00:00:43.276000
LEC,0 days 00:01:40.882000,0 days 00:00:27.018000,0 days 00:00:30.420000,0 days 00:00:43.444000
LEC,0 days 00:01:40.568000,0 days 00:00:26.873000,0 days 00:00:30.305000,0 days 00:00:43.390000
STR,0 days 00:01:42.326000,0 days 00:00:27.410000,0 days 00:00:30.922000,0 days 00:00:43.994000
STR,0 days 00:01:42.305000,0 days 00:00:27.167000,0 days 00:00:31.063000,0 days 00:00:44.075000
STR,0 days 00:01:42.556000,0 days 00:00:27.311000,0 days 00:00:30.880000,0 days 00:00:44.365000
STR,0 days 00:01:42.984000,0 days 00:00:27.387000,0 days 00:00:31.215000,0 days 00:00:44.382000
STR,0 days 00:01:43.277000,0 days 00:00:27.427000,0 days 00:00:31.431000,0 days 00:00:44.419000
STR,0 days 00:01:43.261000,0 days 00:00:27.390000,0 days 00:00:31.280000,0 days 00:00:44.591000
STR,0 days 00:01:43.068000,0 days 00:00:27.530000,0 days 00:00:31.045000,0 days 00:00:44.493000
STR,0 days 00:01:47.714000,0 days 00:00:27.394000,0 days 00:00:31.116000,0 days 00:00:49.204000
STR,0 days 00:01:59.726000,0 days 00:00:46.238000,0 days 00:00:29.942000,0 days 00:00:43.546000
STR,0 days 00:01:41.281000,0 days 00:00:26.844000,0 days 00:00:30.546000,0 days 00:00:43.891000
STR,0 days 00:01:42.009000,0 days 00:00:27.174000,0 days 00:00:30.902000,0 days 00:00:43.933000
STR,0 days 00:01:41.472000,0 days 00:00:27.017000,0 days 00:00:30.645000,0 days 00:00:43.810000
STR,0 days 00:01:41.825000,0 days 00:00:27.231000,0 days 00:00:30.723000,0 days 00:00:43.871000
STR,0 days 00:01:41.470000,0 days 00:00:26.966000,0 days 00:00:30.661000,0 days 00:00:43.843000
STR,0 days 00:01:41.816000,0 days 00:00:27.068000,0 days 00:00:30.698000,0 days 00:00:44.050000
STR,0 days 00:01:41.721000,0 days 00:00:27.139000,0 days 00:00:30.610000,0 days 00:00:43.972000
STR,0 days 00:01:42.436000,0 days 00:00:27.200000,0 days 00:00:30.649000,0 days 00:00:44.587000
STR,0 days 00:01:42.334000,0 days 00:00:27.278000,0 days 00:00:30.872000,0 days 00:00:44.184000
STR,0 days 00:01:42.095000,0 days 00:00:27.339000,0 days 00:00:30.576000,0 days 00:00:44.180000
STR,0 days 00:01:58.981000,0 days 00:00:27.168000,0 days 00:00:30.839000,0 days 00:01:00.974000
STR,0 days 00:02:12.612000,0 days 00:00:36.028000,0 days 00:00:39.677000,0 days 00:00:56.907000
STR,0 days 00:02:12.862000,0 days 00:00:35.434000,0 days 00:00:40.146000,0 days 00:00:57.282000
STR,0 days 00:02:07.034000,0 days 00:00:28.736000,0 days 00:00:39.134000,0 days 00:00:59.164000
STR,0 days 00:02:18.015000,0 days 00:00:35.176000,0 days 00:00:39.900000,0 days 00:01:02.939000
STR,0 days 00:01:44.547000,0 days 00:00:26.825000,0 days 00:00:29.769000,0 days 00:00:47.953000
STR,0 days 00:01:43.268000,0 days 00:00:27.180000,0 days 00:00:30.761000,0 days 00:00:45.327000
STR,0 days 00:02:04.240000,0 days 00:00:27.177000,0 days 00:00:39.107000,0 days 00:00:57.956000
STR,0 days 00:01:41.485000,0 days 00:00:26.753000,0 days 00:00:30.615000,0 days 00:00:44.117000
STR,0 days 00:01:42.201000,0 days 00:00:27.202000,0 days 00:00:31.065000,0 days 00:00:43.934000
STR,0 days 00:01:42.969000,0 days 00:00:26.884000,0 days 00:00:31.447000,0 days 00:00:44.638000
STR,0 days 00:01:45.678000,0 days 00:00:27.105000,0 days 00:00:30.394000,0 days 00:00:48.179000
STR,0 days 00:02:10.576000,0 days 00:00:57.589000,0 days 00:00:29.668000,0 days 00:00:43.319000
STR,0 days 00:01:39.444000,0 days 00:00:26.455000,0 days 00:00:29.661000,0 days 00:00:43.328000
STR,0 days 00:01:39.449000,0 days 00:00:26.429000,0 days 00:00:29.774000,0 days 00:00:43.246000
STR,0 days 00:01:39.639000,0 days 00:00:26.526000,0 days 00:00:29.821000,0 days 00:00:43.292000
STR,0 days 00:01:39.905000,0 days 00:00:26.628000,0 days 00:00:29.862000,0 days 00:00:43.415000
STR,0 days 00:01:40.145000,0 days 00:00:26.689000,0 days 00:00:29.901000,0 days 00:00:43.555000
STR,0 days 00:01:39.953000,0 days 00:00:26.730000,0 days 00:00:29.815000,0 days 00:00:43.408000
STR,0 days 00:01:40.351000,0 days 00:00:26.860000,0 days 00:00:29.975000,0 days 00:00:43.516000
STR,0 days 00:01:40.358000,0 days 00:00:26.680000,0 days 00:00:30.244000,0 days 00:00:43.434000
STR,0 days 00:01:40.291000,0 days 00:00:26.755000,0 days 00:00:29.970000,0 days 00:00:43.566000
STR,0 days 00:01:40.736000,0 days 00:00:26.878000,0 days 00:00:30.220000,0 days 00:00:43.638000
STR,0 days 00:01:40.654000,0 days 00:00:26.949000,0 days 00:00:30.092000,0 days 00:00:43.613000
STR,0 days 00:01:40.297000,0 days 00:00:26.820000,0 days 00:00:29.870000,0 days 00:00:43.607000
STR,0 days 00:01:40.569000,0 days 00:00:26.939000,0 days 00:00:30.123000,0 days 00:00:43.507000
STR,0 days 00:01:40.588000,0 days 00:00:26.844000,0 days 00:00:30.102000,0 days 00:00:43.642000
STR,0 days 00:01:40.717000,0 days 00:00:26.863000,0 days 00:00:30.222000,0 days 00:00:43.632000
STR,0 days 00:01:40.988000,0 days 00:00:26.919000,0 days 00:00:30.163000,0 days 00:00:43.906000
STR,0 days 00:01:41.402000,0 days 00:00:26.979000,0 days 00:00:30.402000,0 days 00:00:44.021000
STR,0 days 00:01:41.571000,0 days 00:00:27.031000,0 days 00:00:30.479000,0 days 00:00:44.061000
STR,0 days 00:01:41.143000,0 days 00:00:26.788000,0 days 00:00:30.766000,0 days 00:00:43.589000
STR,0 days 00:01:41.502000,0 days 00:00:27.058000,0 days 00:00:30.330000,0 days 00:00:44.114000
SAR,0 days 00:01:44.088000,0 days 00:00:27.800000,0 days 00:00:31.520000,0 days 00:00:44.768000
SAR,0 days 00:01:43.644000,0 days 00:00:27.390000,0 days 00:00:31.729000,0 days 00:00:44.525000
SAR,0 days 00:01:44.226000,0 days 00:00:27.493000,0 days 00:00:31.440000,0 days 00:00:45.293000
SAR,0 days 00:01:43.516000,0 days 00:00:27.567000,0 days 00:00:31.360000,0 days 00:00:44.589000
SAR,0 days 00:01:43.726000,0 days 00:00:27.432000,0 days 00:00:31.588000,0 days 00:00:44.706000
SAR,0 days 00:01:44.084000,0 days 00:00:27.722000,0 days 00:00:31.576000,0 days 00:00:44.786000
SAR,0 days 00:01:44.213000,0 days 00:00:27.352000,0 days 00:00:32.263000,0 days 00:00:44.598000
SAR,0 days 00:01:43.236000,0 days 00:00:27.431000,0 days 00:00:31.304000,0 days 00:00:44.501000
SAR,0 days 00:01:43.684000,0 days 00:00:27.691000,0 days 00:00:31.540000,0 days 00:00:44.453000
SAR,0 days 00:01:43.575000,0 days 00:00:27.649000,0 days 00:00:31.394000,0 days 00:00:44.532000
SAR,0 days 00:01:49.069000,0 days 00:00:27.640000,0 days 00:00:31.416000,0 days 00:00:50.013000
SAR,0 days 00:02:00.228000,0 days 00:00:46.327000,0 days 00:00:30.261000,0 days 00:00:43.640000
SAR,0 days 00:01:41,0 days 00:00:26.901000,0 days 00:00:30.370000,0 days 00:00:43.729000
SAR,0 days 00:01:41.741000,0 days 00:00:27.173000,0 days 00:00:30.505000,0 days 00:00:44.063000
SAR,0 days 00:01:42.441000,0 days 00:00:27.198000,0 days 00:00:30.859000,0 days 00:00:44.384000
SAR,0 days 00:01:42.275000,0 days 00:00:27.182000,0 days 00:00:30.848000,0 days 00:00:44.245000
SAR,0 days 00:01:42.301000,0 days 00:00:27.271000,0 days 00:00:30.902000,0 days 00:00:44.128000
SAR,0 days 00:01:42.590000,0 days 00:00:27.320000,0 days 00:00:31.020000,0 days 00:00:44.250000
SAR,0 days 00:01:43.203000,0 days 00:00:27.348000,0 days 00:00:31.376000,0 days 00:00:44.479000
SAR,0 days 00:02:02.122000,0 days 00:00:27.544000,0 days 00:00:37.511000,0 days 00:00:57.067000
SAR,0 days 00:02:13.694000,0 days 00:00:35.584000,0 days 00:00:40.056000,0 days 00:00:58.054000
SAR,0 days 00:02:13.935000,0 days 00:00:36.404000,0 days 00:00:39.650000,0 days 00:00:57.881000
SAR,0 days 00:02:15.351000,0 days 00:00:33.706000,0 days 00:00:40.173000,0 days 00:01:01.472000
SAR,0 days 00:02:06.753000,0 days 00:00:46.785000,0 days 00:00:32.526000,0 days 00:00:47.442000
SAR,0 days 00:02:21.458000,0 days 00:00:34.399000,0 days 00:00:40.996000,0 days 00:01:06.063000
SAR,0 days 00:01:57.209000,0 days 00:00:27.359000,0 days 00:00:32.012000,0 days 00:00:57.838000
SAR,0 days 00:02:26.890000,0 days 00:00:32.154000,0 days 00:00:51.448000,0 days 00:01:03.288000
SAR,0 days 00:02:24.794000,0 days 00:00:39.862000,0 days 00:00:46.420000,0 days 00:00:58.512000
SAR,0 days 00:02:21.607000,0 days 00:00:38.125000,0 days 00:00:44.298000,0 days 00:00:59.184000
SAR,0 days 00:02:21.503000,0 days 00:00:36.242000,0 days 00:00:44.082000,0 days 00:01:01.179000
SAR,0 days 00:01:42.185000,0 days 00:00:27.148000,0 days 00:00:30.660000,0 days 00:00:44.377000
SAR,0 days 00:01:42.482000,0 days 00:00:27.223000,0 days 00:00:31.129000,0 days 00:00:44.130000
SAR,0 days 00:01:41.233000,0 days 00:00:26.959000,0 days 00:00:30.474000,0 days 00:00:43.800000
SAR,0 days 00:01:41.096000,0 days 00:00:26.992000,0 days 00:00:30.265000,0 days 00:00:43.839000
SAR,0 days 00:01:41.518000,0 days 00:00:27.089000,0 days 00:00:30.463000,0 days 00:00:43.966000
SAR,0 days 00:01:42.430000,0 days 00:00:27.063000,0 days 00:00:31.427000,0 days 00:00:43.940000
SAR,0 days 00:01:42.347000,0 days 00:00:26.947000,0 days 00:00:30.638000,0 days 00:00:44.762000
SAR,0 days 00:01:42.346000,0 days 00:00:27.547000,0 days 00:00:30.873000,0 days 00:00:43.926000
SAR,0 days 00:01:42.428000,0 days 00:00:27.325000,0 days 00:00:31.068000,0 days 00:00:44.035000
SAR,0 days 00:01:41.943000,0 days 00:00:27.158000,0 days 00:00:30.585000,0 days 00:00:44.200000
SAR,0 days 00:01:41.894000,0 days 00:00:27.105000,0 days 00:00:30.627000,0 days 00:00:44.162000
SAR,0 days 00:01:43.096000,0 days 00:00:27.347000,0 days 00:00:31.474000,0 days 00:00:44.275000
SAR,0 days 00:01:42.394000,0 days 00:00:27.409000,0 days 00:00:30.906000,0 days 00:00:44.079000
SAR,0 days 00:01:41.914000,0 days 00:00:27.239000,0 days 00:00:30.772000,0 days 00:00:43.903000
SAR,0 days 00:01:42.396000,0 days 00:00:27.451000,0 days 00:00:30.876000,0 days 00:00:44.069000
SAR,0 days 00:01:41.914000,0 days 00:00:27.210000,0 days 00:00:30.559000,0 days 00:00:44.145000
SAR,0 days 00:01:42.767000,0 days 00:00:27.150000,0 days 00:00:30.976000,0 days 00:00:44.641000
SAR,0 days 00:01:42.743000,0 days 00:00:27.378000,0 days 00:00:30.770000,0 days 00:00:44.595000
SAR,0 days 00:01:42.645000,0 days 00:00:27.397000,0 days 00:00:30.973000,0 days 00:00:44.275000
SAR,0 days 00:01:42.320000,0 days 00:00:27.225000,0 days 00:00:30.837000,0 days 00:00:44.258000
SAR,0 days 00:01:42.550000,0 days 00:00:27.375000,0 days 00:00:30.950000,0 days 00:00:44.225000
SAR,0 days 00:01:42.274000,0 days 00:00:27.195000,0 days 00:00:30.672000,0 days 00:00:44.407000
SAR,0 days 00:01:42.402000,0 days 00:00:27.381000,0 days 00:00:30.698000,0 days 00:00:44.323000
SAR,0 days 00:01:42.913000,0 days 00:00:27.293000,0 days 00:00:30.757000,0 days 00:00:44.863000
SAR,0 days 00:01:43.148000,0 days 00:00:27.730000,0 days 00:00:30.879000,0 days 00:00:44.539000
MAG,0 days 00:01:43.907000,0 days 00:00:27.241000,0 days 00:00:31.669000,0 days 00:00:44.997000
MAG,0 days 00:01:43.179000,0 days 00:00:27.319000,0 days 00:00:31.608000,0 days 00:00:44.252000
MAG,0 days 00:01:44.116000,0 days 00:00:27.237000,0 days 00:00:31.903000,0 days 00:00:44.976000
MAG,0 days 00:01:43.797000,0 days 00:00:27.387000,0 days 00:00:31.712000,0 days 00:00:44.698000
MAG,0 days 00:01:43.899000,0 days 00:00:27.510000,0 days 00:00:31.597000,0 days 00:00:44.792000
MAG,0 days 00:01:43.930000,0 days 00:00:27.684000,0 days 00:00:31.345000,0 days 00:00:44.901000
MAG,0 days 00:01:44.239000,0 days 00:00:27.632000,0 days 00:00:31.516000,0 days 00:00:45.091000
MAG,0 days 00:01:43.461000,0 days 00:00:27.564000,0 days 00:00:31.255000,0 days 00:00:44.642000
MAG,0 days 00:01:43.280000,0 days 00:00:27.469000,0 days 00:00:31.262000,0 days 00:00:44.549000
MAG,0 days 00:01:43.549000,0 days 00:00:27.633000,0 days 00:00:31.297000,0 days 00:00:44.619000
MAG,0 days 00:01:43.665000,0 days 00:00:27.690000,0 days 00:00:31.478000,0 days 00:00:44.497000
MAG,0 days 00:01:44.590000,0 days 00:00:27.710000,0 days 00:00:31.398000,0 days 00:00:45.482000
MAG,0 days 00:01:43.959000,0 days 00:00:27.722000,0 days 00:00:31.549000,0 days 00:00:44.688000
MAG,0 days 00:01:44.466000,0 days 00:00:27.668000,0 days 00:00:32.043000,0 days 00:00:44.755000
MAG,0 days 00:01:43.648000,0 days 00:00:27.578000,0 days 00:00:31.324000,0 days 00:00:44.746000
MAG,0 days 00:01:50.262000,0 days 00:00:28.315000,0 days 00:00:31.644000,0 days 00:00:50.303000
MAG,0 days 00:02:00.904000,0 days 00:00:46.451000,0 days 00:00:30.449000,0 days 00:00:44.004000
MAG,0 days 00:01:41.106000,0 days 00:00:26.677000,0 days 00:00:30.429000,0 days 00:00:44
MAG,0 days 00:01:41.312000,0 days 00:00:26.807000,0 days 00:00:30.410000,0 days 00:00:44.095000
MAG,0 days 00:02:03.843000,0 days 00:00:26.911000,0 days 00:00:38.907000,0 days 00:00:58.025000
MAG,0 days 00:02:15.385000,0 days 00:00:36.990000,0 days 00:00:41.788000,0 days 00:00:56.607000
MAG,0 days 00:02:12.117000,0 days 00:00:35.145000,0 days 00:00:38.966000,0 days 00:00:58.006000
MAG,0 days 00:02:12.967000,0 days 00:00:38.752000,0 days 00:00:36.718000,0 days 00:00:57.497000
MAG,0 days 00:01:54.289000,0 days 00:00:29.044000,0 days 00:00:32.724000,0 days 00:00:52.521000
MAG,0 days 00:02:26.068000,0 days 00:00:35.224000,0 days 00:00:42.068000,0 days 00:01:08.776000
MAG,0 days 00:02:17.066000,0 days 00:00:49.816000,0 days 00:00:31.747000,0 days 00:00:55.503000
MAG,0 days 00:01:57.805000,0 days 00:00:27.375000,0 days 00:00:31.469000,0 days 00:00:58.961000
MAG,0 days 00:02:21.596000,0 days 00:00:35.996000,0 days 00:00:44.947000,0 days 00:01:00.653000
MAG,0 days 00:02:17.804000,0 days 00:00:34.647000,0 days 00:00:44.809000,0 days 00:00:58.348000
MAG,0 days 00:01:41.740000,0 days 00:00:26.956000,0 days 00:00:30.822000,0 days 00:00:43.962000
MAG,0 days 00:01:42.473000,0 days 00:00:26.986000,0 days 00:00:31.420000,0 days 00:00:44.067000
MAG,0 days 00:01:43.518000,0 days 00:00:27.045000,0 days 00:00:31.548000,0 days 00:00:44.925000
MAG,0 days 00:01:42.616000,0 days 00:00:27.264000,0 days 00:00:31.172000,0 days 00:00:44.180000
MAG,0 days 00:01:41.298000,0 days 00:00:27.032000,0 days 00:00:30.486000,0 days 00:00:43.780000
MAG,0 days 00:01:41.420000,0 days 00:00:26.956000,0 days 00:00:30.633000,0 days 00:00:43.831000
MAG,0 days 00:01:41.360000,0 days 00:00:26.932000,0 days 00:00:30.575000,0 days 00:00:43.853000
MAG,0 days 00:01:41.280000,0 days 00:00:27.030000,0 days 00:00:30.525000,0 days 00:00:43.725000
MAG,0 days 00:01:41.754000,0 days 00:00:27.248000,0 days 00:00:30.665000,0 days 00:00:43.841000
MAG,0 days 00:01:41.840000,0 days 00:00:26.974000,0 days 00:00:30.872000,0 days 00:00:43.994000
MAG,0 days 00:01:41.513000,0 days 00:00:26.817000,0 days 00:00:30.762000,0 days 00:00:43.934000
MAG,0 days 00:01:41.245000,0 days 00:00:26.925000,0 days 00:00:30.446000,0 days 00:00:43.874000
MAG,0 days 00:01:41.324000,0 days 00:00:27.049000,0 days 00:00:30.465000,0 days 00:00:43.810000
MAG,0 days 00:01:41.077000,0 days 00:00:27.024000,0 days 00:00:30.428000,0 days 00:00:43.625000
MAG,0 days 00:01:41.498000,0 days 00:00:27.187000,0 days 00:00:30.551000,0 days 00:00:43.760000
MAG,0 days 00:01:41.366000,0 days 00:00:27.055000,0 days 00:00:30.365000,0 days 00:00:43.946000
MAG,0 days 00:01:41.603000,0 days 00:00:27.113000,0 days 00:00:30.515000,0 days 00:00:43.975000
MAG,0 days 00:01:41.355000,0 days 00:00:27.034000,0 days 00:00:30.530000,0 days 00:00:43.791000
MAG,0 days 00:01:41.376000,0 days 00:00:27.023000,0 days 00:00:30.589000,0 days 00:00:43.764000
MAG,0 days 00:01:41.879000,0 days 00:00:27.093000,0 days 00:00:30.799000,0 days 00:00:43.987000
MAG,0 days 00:01:42.059000,0 days 00:00:27.171000,0 days 00:00:30.844000,0 days 00:00:44.044000
MAG,0 days 00:01:44.013000,0 days 00:00:27.502000,0 days 00:00:31.946000,0 days 00:00:44.565000
MAG,0 days 00:01:42.863000,0 days 00:00:27.279000,0 days 00:00:31.376000,0 days 00:00:44.208000
MAG,0 days 00:01:42.864000,0 days 00:00:27.328000,0 days 00:00:31.119000,0 days 00:00:44.417000
MAG,0 days 00:01:42.870000,0 days 00:00:27.454000,0 days 00:00:31.186000,0 days 00:00:44.230000
TSU,0 days 00:01:43.674000,0 days 00:00:27.489000,0 days 00:00:31.573000,0 days 00:00:44.612000
TSU,0 days 00:01:43.136000,0 days 00:00:27.279000,0 days 00:00:31.380000,0 days 00:00:44.477000
TSU,0 days 00:01:43.095000,0 days 00:00:27.329000,0 days 00:00:31.304000,0 days 00:00:44.462000
TSU,0 days 00:01:43.657000,0 days 00:00:27.539000,0 days 00:00:31.589000,0 days 00:00:44.529000
TSU,0 days 00:01:43.669000,0 days 00:00:27.431000,0 days 00:00:31.581000,0 days 00:00:44.657000
TSU,0 days 00:01:43.951000,0 days 00:00:27.667000,0 days 00:00:31.349000,0 days 00:00:44.935000
TSU,0 days 00:01:48.430000,0 days 00:00:27.732000,0 days 00:00:31.342000,0 days 00:00:49.356000
TSU,0 days 00:01:59.845000,0 days 00:00:46.224000,0 days 00:00:30.167000,0 days 00:00:43.454000
TSU,0 days 00:01:42.171000,0 days 00:00:27.086000,0 days 00:00:30.779000,0 days 00:00:44.306000
TSU,0 days 00:01:41.593000,0 days 00:00:27.019000,0 days 00:00:30.593000,0 days 00:00:43.981000
TSU,0 days 00:01:42.304000,0 days 00:00:27.316000,0 days 00:00:30.820000,0 days 00:00:44.168000
TSU,0 days 00:01:43.531000,0 days 00:00:27.814000,0 days 00:00:31.534000,0 days 00:00:44.183000
TSU,0 days 00:01:42.510000,0 days 00:00:27.415000,0 days 00:00:30.854000,0 days 00:00:44.241000
TSU,0 days 00:01:42.294000,0 days 00:00:27.269000,0 days 00:00:30.764000,0 days 00:00:44.261000
TSU,0 days 00:01:42.528000,0 days 00:00:27.228000,0 days 00:00:30.803000,0 days 00:00:44.497000
TSU,0 days 00:01:42.441000,0 days 00:00:27.284000,0 days 00:00:30.952000,0 days 00:00:44.205000
TSU,0 days 00:01:42.628000,0 days 00:00:27.376000,0 days 00:00:30.911000,0 days 00:00:44.341000
TSU,0 days 00:01:43.224000,0 days 00:00:27.279000,0 days 00:00:30.950000,0 days 00:00:44.995000
TSU,0 days 00:01:43.174000,0 days 00:00:27.555000,0 days 00:00:31.071000,0 days 00:00:44.548000
TSU,0 days 00:01:59.830000,0 days 00:00:27.455000,0 days 00:00:35.901000,0 days 00:00:56.474000
TSU,0 days 00:02:13.790000,0 days 00:00:35.893000,0 days 00:00:40.501000,0 days 00:00:57.396000
TSU,0 days 00:02:17.702000,0 days 00:00:35.887000,0 days 00:00:39.920000,0 days 00:01:01.895000
TSU,0 days 00:02:29.433000,0 days 00:00:54.440000,0 days 00:00:35.772000,0 days 00:00:59.221000
TSU,0 days 00:01:54.270000,0 days 00:00:28.391000,0 days 00:00:33.352000,0 days 00:00:52.527000
TSU,0 days 00:02:23.710000,0 days 00:00:34.749000,0 days 00:00:41.780000,0 days 00:01:07.181000
ALB,0 days 00:01:43.157000,0 days 00:00:27.453000,0 days 00:00:31.498000,0 days 00:00:44.206000
ALB,0 days 00:01:43.014000,0 days 00:00:27.257000,0 days 00:00:31.399000,0 days 00:00:44.358000
ALB,0 days 00:01:42.975000,0 days 00:00:27.274000,0 days 00:00:31.240000,0 days 00:00:44.461000
ALB,0 days 00:01:43.392000,0 days 00:00:27.334000,0 days 00:00:31.420000,0 days 00:00:44.638000
ALB,0 days 00:01:43.353000,0 days 00:00:27.518000,0 days 00:00:31.276000,0 days 00:00:44.559000
ALB,0 days 00:01:43.361000,0 days 00:00:27.681000,0 days 00:00:31.189000,0 days 00:00:44.491000
ALB,0 days 00:01:43.991000,0 days 00:00:27.722000,0 days 00:00:31.602000,0 days 00:00:44.667000
ALB,0 days 00:01:48.371000,0 days 00:00:27.426000,0 days 00:00:31.509000,0 days 00:00:49.436000
ALB,0 days 00:02:01.494000,0 days 00:00:46.350000,0 days 00:00:31.237000,0 days 00:00:43.907000
ALB,0 days 00:01:42.937000,0 days 00:00:27.044000,0 days 00:00:31.735000,0 days 00:00:44.158000
ALB,0 days 00:01:42.151000,0 days 00:00:27.062000,0 days 00:00:31.044000,0 days 00:00:44.045000
ALB,0 days 00:01:42.608000,0 days 00:00:27.474000,0 days 00:00:31.239000,0 days 00:00:43.895000
ALB,0 days 00:01:43.274000,0 days 00:00:27.494000,0 days 00:00:31.455000,0 days 00:00:44.325000
ALB,0 days 00:01:42.762000,0 days 00:00:27.388000,0 days 00:00:31.102000,0 days 00:00:44.272000
ALB,0 days 00:01:42.611000,0 days 00:00:27.301000,0 days 00:00:31.112000,0 days 00:00:44.198000
ALB,0 days 00:01:43.118000,0 days 00:00:27.312000,0 days 00:00:31.042000,0 days 00:00:44.764000
ALB,0 days 00:01:43.004000,0 days 00:00:27.376000,0 days 00:00:31.239000,0 days 00:00:44.389000
ALB,0 days 00:01:43.187000,0 days 00:00:27.446000,0 days 00:00:31.211000,0 days 00:00:44.530000
ALB,0 days 00:01:43.186000,0 days 00:00:27.408000,0 days 00:00:31.078000,0 days 00:00:44.700000
ALB,0 days 00:02:00.728000,0 days 00:00:27.295000,0 days 00:00:37.086000,0 days 00:00:56.347000
ALB,0 days 00:02:13.878000,0 days 00:00:35.314000,0 days 00:00:41.832000,0 days 00:00:56.732000
ALB,0 days 00:02:16.590000,0 days 00:00:35.697000,0 days 00:00:39.673000,0 days 00:01:01.220000
ALB,0 days 00:02:29.799000,0 days 00:00:54.658000,0 days 00:00:38.275000,0 days 00:00:56.866000
ALB,0 days 00:01:51.954000,0 days 00:00:29.244000,0 days 00:00:32.549000,0 days 00:00:50.161000
ALB,0 days 00:02:23.336000,0 days 00:00:35.410000,0 days 00:00:41.182000,0 days 00:01:06.744000
ALB,0 days 00:01:56.850000,0 days 00:00:27.270000,0 days 00:00:31.751000,0 days 00:00:57.829000
ALB,0 days 00:02:26.979000,0 days 00:00:32.489000,0 days 00:00:50.650000,0 days 00:01:03.840000
ALB,0 days 00:02:24.784000,0 days 00:00:39.902000,0 days 00:00:46.594000,0 days 00:00:58.288000
ALB,0 days 00:02:21.349000,0 days 00:00:37.338000,0 days 00:00:44.891000,0 days 00:00:59.120000
ALB,0 days 00:02:22.128000,0 days 00:00:36.052000,0 days 00:00:44.173000,0 days 00:01:01.903000
ALB,0 days 00:01:42.221000,0 days 00:00:27.078000,0 days 00:00:30.724000,0 days 00:00:44.419000
ALB,0 days 00:01:41.269000,0 days 00:00:27.015000,0 days 00:00:30.277000,0 days 00:00:43.977000
ALB,0 days 00:01:40.790000,0 days 00:00:26.852000,0 days 00:00:30.411000,0 days 00:00:43.527000
ALB,0 days 00:01:41.335000,0 days 00:00:26.914000,0 days 00:00:30.611000,0 days 00:00:43.810000
ALB,0 days 00:01:41.380000,0 days 00:00:26.941000,0 days 00:00:30.561000,0 days 00:00:43.878000
ALB,0 days 00:01:41.261000,0 days 00:00:26.977000,0 days 00:00:30.515000,0 days 00:00:43.769000
ALB,0 days 00:01:41.088000,0 days 00:00:26.938000,0 days 00:00:30.473000,0 days 00:00:43.677000
ALB,0 days 00:01:41.341000,0 days 00:00:27.081000,0 days 00:00:30.520000,0 days 00:00:43.740000
ALB,0 days 00:01:41.672000,0 days 00:00:27.103000,0 days 00:00:30.620000,0 days 00:00:43.949000
ALB,0 days 00:01:41.755000,0 days 00:00:27.126000,0 days 00:00:30.686000,0 days 00:00:43.943000
ALB,0 days 00:01:41.558000,0 days 00:00:27.029000,0 days 00:00:30.617000,0 days 00:00:43.912000
ALB,0 days 00:01:41.423000,0 days 00:00:27.087000,0 days 00:00:30.483000,0 days 00:00:43.853000
ALB,0 days 00:01:41.504000,0 days 00:00:27.135000,0 days 00:00:30.532000,0 days 00:00:43.837000
ALB,0 days 00:01:41.660000,0 days 00:00:27.005000,0 days 00:00:30.493000,0 days 00:00:44.162000
ALB,0 days 00:01:41.776000,0 days 00:00:27.014000,0 days 00:00:30.562000,0 days 00:00:44.200000
ALB,0 days 00:01:41.584000,0 days 00:00:27.136000,0 days 00:00:30.523000,0 days 00:00:43.925000
ALB,0 days 00:01:41.509000,0 days 00:00:27.065000,0 days 00:00:30.480000,0 days 00:00:43.964000
ALB,0 days 00:01:41.404000,0 days 00:00:27.098000,0 days 00:00:30.395000,0 days 00:00:43.911000
ALB,0 days 00:01:41.438000,0 days 00:00:27.096000,0 days 00:00:30.602000,0 days 00:00:43.740000
ALB,0 days 00:01:41.437000,0 days 00:00:26.910000,0 days 00:00:30.641000,0 days 00:00:43.886000
ALB,0 days 00:01:41.670000,0 days 00:00:27.085000,0 days 00:00:30.654000,0 days 00:00:43.931000
